text,mood,textID,sentiment,selected_text
i also chat when i feel frustrated with guys but now i think about my future husband,anger,3961504062,negative,i feel quite surprised
i suppose i m feeling a little sarcastic about today s holiday,anger,1490081503,negative,i just feel like being selfish
im already feeling less agitated,anger,8114769384,negative,i feel a little sentimental about
i feel dirty and don t know why,sadness,4691288284,negative,agonized to that extent
i feel it was perfect as a jumping off point for what is to come,joy,292044180,positive,aching in my body already
im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,sadness,8803998577,negative,hopeless
i feel quite surprised that i have a fairly significant amount of blog readers,surprise,2583123162,positive,i can feel it physically sort of aching
i just feel like being selfish and really live my life,anger,6225552552,negative,blessed
i feel a little sentimental about because i distinctly remember as a child celebrating my parents th birthdays and they seemed so,sadness,424749128,negative,helpless
i feel even if he killed himself it was because he was agonized to that extent,sadness,2955653065,negative,i wont feel resentful or smothered or annoyed
im going at it with so much gusto i feel aching in my body already,sadness,5019435554,negative,relieved
i was happy with the progress but i was also beginning to feel a little hopeless,sadness,4950324365,negative,i am feeling more in control more comfortable
i can feel it physically sort of aching and now im kind of expecting a response i dont know what it would say but ive got a good idea,sadness,4336274122,negative,i feel like i missed
i feel so blessed to be experiencing this season of my life as a new mother,love,9199584829,positive,like
i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,sadness,938156651,negative,i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster
i wont feel resentful or smothered or annoyed,anger,5772175665,negative,i will try to tackle issues such as the bills that make their way through congress as well as those that i feel should be on the table for issues to be resolved
i do very well and feel relieved just talking about clearing the cobwebs of psychopathology how that affects my life now and what i m working on within me to overcome or at least manage it,joy,4506992615,positive,hostile
i am feeling more in control more comfortable adjusting to all terrain and more able to push myself each run,joy,5812571962,positive,favorite
i feel like i missed my calling id be a damn good special ed teacher,sadness,3298154648,negative,i try my best
i also like to try to answer the tough questions people have so feel free to post some,joy,2898897760,positive,confident
i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,love,3948096051,positive,beautiful morning to be healthier
i will try to tackle issues such as the bills that make their way through congress as well as those that i feel should be on the table for issues to be resolved,joy,3554375488,positive,im feeling awfully overwhelmed
im feeling rather hostile over the whole hostel situation,anger,6262772206,negative,i feel radiant
i feel like one of those devoted fans who follows their favorite band while they are on tour only years late,love,7299065059,positive,complacent
i try my best to be stoic i try to keep myself from feeling any emotions by being carefree and far from serious,joy,6475242847,positive,ungrateful
i am feeling a little more confident i haven t totally lost my mojo but time is running out,joy,8007580924,positive,im feeling really festive now
i hope to use this blog site to put my feelings into words and let myself look back and see how determined i am this beautiful morning to be healthier,joy,9873912582,positive,reluctant
im feeling awfully overwhelmed by everything right now the demands from mother the needs of my family trying to shield my dear husband from as much as possible the list goes on and on,surprise,2287123977,positive,i feel very confident that its a good one
